Nom,Type,Attribut,ATK,DEF,Niveau
"Morpheus, the Dream Mirror White Knight",Effect Monster,LIGHT,1000,2800,8
Morpho Butterspy,Effect Monster,DARK,1200,1600,4
Morphtransition,Trap Card,,,,
Morphtronic Accelerator,Spell Card,,,,
Morphtronic Bind,Trap Card,,,,
Morphtronic Boarden,Effect Monster,EARTH,500,1800,3
Morphtronic Boomboxen,Effect Monster,EARTH,1200,400,4
Morphtronic Cameran,Effect Monster,LIGHT,800,600,2
Morphtronic Celfon,Effect Monster,EARTH,100,100,1
Morphtronic Clocken,Effect Monster,EARTH,600,1100,2
Morphtronic Converter,Spell Card,,,,
Morphtronic Cord,Spell Card,,,,
Morphtronic Datatron,Effect Monster,FIRE,1200,600,3
Morphtronic Engine,Spell Card,,,,
Morphtronic Forcefield,Trap Card,,,,
Morphtronic Impact Return,Trap Card,,,,
Morphtronic Magnen,Effect Monster,EARTH,800,800,3
Morphtronic Magnen Bar,Effect Monster,EARTH,100,100,1
Morphtronic Map,Spell Card,,,,
Morphtronic Mix-up,Trap Card,,,,
Morphtronic Monitron,Trap Card,,,,
Morphtronic Radion,Effect Monster,LIGHT,1000,900,4
Morphtronic Repair Unit,Spell Card,,,,
Morphtronic Rusty Engine,Spell Card,,,,
Morphtronic Slingen,Effect Monster,WIND,1200,800,4
Morphtronic Staplen,Effect Monster,EARTH,1400,1000,4
Morphtronic Vacuumen,Effect Monster,WIND,0,0,1
Morphtronic Videon,Effect Monster,LIGHT,1000,1000,4
"Morphtronics, Scramble!",Trap Card,,,,
Mosaic Manticore,Effect Monster,EARTH,2800,2500,8
Mother Grizzly,Effect Monster,WATER,1400,1000,4
Mother Spider,Effect Monster,DARK,2300,1200,6
Mother Spider Splitter,Effect Monster,DARK,0,2300,5
Motivating Captain,Effect Monster,EARTH,400,1200,1
Motor Frenzy,Effect Monster,DARK,2100,1200,6
Motor Shell,Effect Monster,DARK,1300,1800,4
Moulinglacia the Elemental Lord,Effect Monster,WATER,2800,2200,8
Mound of the Bound Creator,Spell Card,,,,
Mount Sylvania,Spell Card,,,,
Mountain,Spell Card,,,,
Mountain Warrior,Normal Monster,EARTH,600,1000,3
Mozarta the Melodious Maestra,Effect Monster,LIGHT,2600,2000,8
Mr. Volcano,Normal Monster,FIRE,2100,1300,5
Ms. Judge,Effect Monster,LIGHT,1800,600,4
Mucus Yolk,Effect Monster,DARK,0,100,3
Mudan the Rikka Fairy,Effect Monster,WATER,1000,2400,6
Mudora,Effect Monster,EARTH,1500,1800,4
Mudora the Sword Oracle,Effect Monster,EARTH,1500,1800,4
Muka Muka,Effect Monster,EARTH,600,300,2
Muko,Trap Card,,,,
Mulcharmy Fuwalos,Effect Monster,WIND,100,600,4
Mulcharmy Nyalus,Effect Monster,EARTH,100,600,4
Mulcharmy Purulia,Effect Monster,WATER,100,600,4
Multi-Universe,Spell Card,,,,
Multiple Destruction,Trap Card,,,,
Multiplication of Ants,Spell Card,,,,
Multiply,Spell Card,,,,
Murmur of the Forest,Spell Card,,,,
Musakani Magatama,Trap Card,,,,
Muscle Medic,Effect Monster,WATER,2200,100,4
Muse-A,Normal Monster,LIGHT,850,900,3
Mushroom Man,Normal Monster,EARTH,800,600,2
Mushroom Man #2,Effect Monster,EARTH,1250,800,3
Mustering of the Dark Scorpions,Spell Card,,,,
"Musto, Oracle of Gusto",Effect Monster,WIND,1800,900,4
Mutamorphosis,Spell Card,,,,
Mutant Mindmaster,Effect Monster,DARK,0,2500,6
Mutually Affured Destruction,Trap Card,,,,
My Body as a Shield,Spell Card,,,,
My Friend Purrely,Spell Card,,,,
Mysterious Puppeteer,Effect Monster,EARTH,1000,1500,4
Mysterious Triangle,Spell Card,,,,
Mystery Hand,Normal Monster,DARK,500,500,2
Mystery Shell Dragon,Normal Monster,DARK,2000,0,4
Mystic Box,Spell Card,,,,
Mystic Clown,Normal Monster,DARK,1500,1000,4
Mystic Horseman,Normal Monster,EARTH,1300,1550,4
Mystic Lamp,Effect Monster,DARK,400,300,1
Mystic Mine,Spell Card,,,,
Mystic Piper,Effect Monster,LIGHT,0,0,1
Mystic Plasma Zone,Spell Card,,,,
Mystic Potato,Effect Monster,DARK,1400,1100,4
Mystic Probe,Trap Card,,,,
Mystic Swordsman LV2,Effect Monster,EARTH,900,0,2
Mystic Swordsman LV4,Effect Monster,EARTH,1900,1600,4
Mystic Swordsman LV6,Effect Monster,EARTH,2300,1700,6
Mystic Tomato,Effect Monster,DARK,1400,1100,4
Mystical Beast of Serket,Effect Monster,EARTH,2500,2000,6
Mystical Capture Chain,Normal Monster,LIGHT,700,700,2
Mystical Cards of Light,Spell Card,,,,
Mystical Elf,Normal Monster,LIGHT,800,2000,4
Mystical Elf - White Lightning,Effect Monster,LIGHT,800,2000,4
Mystical Fairy Elfuria,Effect Monster,WIND,1500,900,3
Mystical Knight of Jackal,Effect Monster,LIGHT,2700,1200,7
Mystical Moon,Spell Card,,,,
Mystical Refpanel,Trap Card,,,,
Mystical Sheep #1,Effect Monster,EARTH,1150,900,3
Mystical Sheep #2,Normal Monster,EARTH,800,1000,3
Mystical Shine Ball,Normal Monster,LIGHT,500,500,2
Mystical Space Typhoon,Spell Card,,,,
Mystical Wind Typhoon,Spell Card,,,,
Mystik Wok,Spell Card,,,,
Mystrick Hulder,Effect Monster,DARK,1500,2400,5
Mythic Tree Dragon,Effect Monster,EARTH,100,1400,4
Mythic Water Dragon,Effect Monster,WATER,1000,2000,8
Mythical Beast Cerberus,Effect Monster,LIGHT,1400,1400,4
Mythical Bestiamorph,Trap Card,,,,
Mythical Bestiary,Spell Card,,,,
Mythical Institution,Spell Card,,,,
Myutant Arsenal,Effect Monster,FIRE,3000,1000,8
Myutant Beast,Effect Monster,EARTH,2400,2400,8
Myutant Blast,Spell Card,,,,
Myutant Clash,Trap Card,,,,
Myutant Cry,Trap Card,,,,
Myutant Evolution Lab,Spell Card,,,,
Myutant Expansion,Trap Card,,,,
Myutant Fusion,Spell Card,,,,
Myutant GB-88,Effect Monster,WATER,500,500,4
Myutant M-05,Effect Monster,WATER,0,500,2
Myutant Mist,Effect Monster,WIND,2700,2900,8
Myutant Mutant,Effect Monster,WATER,0,0,1
Myutant ST-46,Effect Monster,WATER,500,0,3
Nadir Servant,Spell Card,,,,
Nagel's Protection,Spell Card,,,,
"Naglfar, Generaider Boss of Fire",Effect Monster,FIRE,3100,200,9
Nanana,Spell Card,,,,
Nanobreaker,Effect Monster,EARTH,1600,1800,4
Narrow Pass,Trap Card,,,,
Natural Disaster,Trap Card,,,,
Natural Tune,Spell Card,,,,
Nature's Reflection,Trap Card,,,,
Naturia Antjaw,Effect Monster,EARTH,400,200,2
Naturia Bamboo Shoot,Effect Monster,EARTH,2000,2000,5
Naturia Beans,Effect Monster,EARTH,100,1200,2
Naturia Beetle,Effect Monster,EARTH,400,1800,4
Naturia Blessing,Spell Card,,,,
Naturia Cliff,Effect Monster,EARTH,1500,1000,4
Naturia Dragonfly,Effect Monster,EARTH,1200,400,4
Naturia Eggplant,Effect Monster,EARTH,1000,700,2
Naturia Forest,Spell Card,,,,
Naturia Fruitfly,Effect Monster,EARTH,800,1500,3
Naturia Guardian,Effect Monster,EARTH,1600,400,4
Naturia Horneedle,Effect Monster,EARTH,1800,100,4
Naturia Hydrangea,Effect Monster,EARTH,1900,2000,5
Naturia Ladybug,Effect Monster,EARTH,100,100,1
Naturia Mantis,Effect Monster,EARTH,1700,1500,4
Naturia Marron,Effect Monster,EARTH,1200,700,3
Naturia Mole Cricket,Effect Monster,EARTH,0,0,1
Naturia Mosquito,Effect Monster,EARTH,200,300,1
Naturia Pineapple,Effect Monster,EARTH,100,100,2
Naturia Pumpkin,Effect Monster,EARTH,1400,800,4
Naturia Ragweed,Effect Monster,EARTH,1200,2000,3
Naturia Rock,Effect Monster,EARTH,1200,1200,3
Naturia Sacred Tree,Trap Card,,,,
Naturia Spiderfang,Effect Monster,EARTH,2100,400,4
Naturia Stag Beetle,Effect Monster,EARTH,2200,1500,6
Naturia Strawberry,Effect Monster,EARTH,1600,1200,4
Naturia Sunflower,Effect Monster,EARTH,500,0,2
Naturia White Oak,Effect Monster,EARTH,1800,1400,4
"Nauya, the Ogdoadic Remnant",Effect Monster,DARK,0,2000,4
Nebula Dragon,Effect Monster,LIGHT,2000,0,8
Neck Hunter,Normal Monster,DARK,1750,1900,6
Necklace of Command,Spell Card,,,,
Necro Defender,Effect Monster,DARK,0,800,2
Necro Fleur,Effect Monster,DARK,0,0,1
Necro Fusion,Trap Card,,,,
Necro Gardna,Effect Monster,DARK,600,1300,3
Necro Linker,Effect Monster,DARK,600,0,2
Necroface,Effect Monster,DARK,1200,1800,4
Necroid Synchro,Spell Card,,,,
Necrolancer the Time-lord,Normal Monster,DARK,800,900,3
Necroquip Prism,Spell Card,,,,
Necrovalley,Spell Card,,,,
Necrovalley Temple,Trap Card,,,,
Necrovalley Throne,Spell Card,,,,
Necroworld Banshee,Effect Monster,DARK,1800,200,4
Needle Burrower,Effect Monster,DARK,1700,1700,5
Needle Ceiling,Trap Card,,,,
Needle Soldier,Effect Monster,EARTH,100,100,1
Needle Sunfish,Effect Monster,WATER,1500,100,3
Needle Wall,Trap Card,,,,
Needlebug Nest,Trap Card,,,,
Nefarious Archfiend Eater of Nefariousness,Effect Monster,EARTH,1500,200,4
Nega-Ton Corepanel,Trap Card,,,,
Negate Attack,Trap Card,,,,
"Neiroy, the Dream Mirror Disciple",Effect Monster,LIGHT,1000,1000,3
"Neiroy, the Dream Mirror Traitor",Effect Monster,DARK,1000,1000,3
Neko Mane King,Effect Monster,EARTH,0,0,1
Nekogal #1,Normal Monster,EARTH,1100,900,3
Nekogal #2,Normal Monster,EARTH,1900,2000,6
Nekroz Cycle,Spell Card,,,,
Nekroz Divinemirror,Spell Card,,,,
Nekroz Kaleidoscope,Spell Card,,,,
Nekroz Mirror,Spell Card,,,,
Nemeses Adrastea,Spell Card,,,,
Nemeses Corridor,Effect Monster,WIND,1900,600,4
Nemeses Flag,Effect Monster,FIRE,1100,200,2
Nemeses Keystone,Effect Monster,EARTH,700,0,1
Nemeses Umbrella,Effect Monster,WATER,1500,400,3
Nemleria Dream Defender - Couette,Effect Monster,LIGHT,2000,2500,10
Nemleria Dream Defender - Oreiller,Effect Monster,LIGHT,2500,2000,10
Nemleria Dream Devourer - Reveil,Effect Monster,DARK,2500,2500,10
Nemleria Louve,Trap Card,,,,
Nemleria Repeter,Trap Card,,,,
Nemuriko,Normal Monster,DARK,800,700,3
Neo Aqua Madoor,Normal Monster,WATER,1200,3000,6
Neo Bug,Normal Monster,EARTH,1800,1700,4
Neo Flamvell Garuda,Effect Monster,FIRE,1200,1800,3
Neo Flamvell Lady,Effect Monster,FIRE,1600,200,4
Neo Flamvell Sabre,Effect Monster,FIRE,1500,200,4
Neo Flamvell Shaman,Effect Monster,FIRE,1700,200,3
Neo Kaiser Glider,Effect Monster,LIGHT,2400,2200,6
Neo Space,Spell Card,,,,
Neo Space Connector,Effect Monster,LIGHT,800,1800,4
Neo Space Pathfinder,Effect Monster,LIGHT,1800,800,4
Neo the Magic Swordsman,Normal Monster,LIGHT,1700,1000,4
"Neo-Parshath, the Sky Paladin",Effect Monster,LIGHT,2300,2000,7
Neo-Spacian Air Hummingbird,Effect Monster,WIND,800,600,3
Neo-Spacian Aqua Dolphin,Effect Monster,WATER,600,800,3
Neo-Spacian Dark Panther,Effect Monster,DARK,1000,500,3
Neo-Spacian Flare Scarab,Effect Monster,FIRE,500,500,3
Neo-Spacian Glow Moss,Effect Monster,LIGHT,300,900,3
Neo-Spacian Grand Mole,Effect Monster,EARTH,900,300,3
Neos Force,Spell Card,,,,
Neos Fusion,Spell Card,,,,
Neos Wiseman,Effect Monster,LIGHT,3000,3000,10
Nephe Shaddoll Fusion,Spell Card,,,,
"Nephilabyss, the Ogdoadic Overlord",Effect Monster,DARK,2200,3100,10
"Neptabyss, the Atlantean Prince",Effect Monster,WATER,800,0,1
Network Trap Hole,Trap Card,,,,
Neutron Blast,Spell Card,,,,
Neverending Nightmare Absorber,Effect Monster,WATER,0,0,2
New Frontier,Spell Card,,,,
New World - Amritara,Spell Card,,,,
New World Formation,Trap Card,,,,
New World Stars,Trap Card,,,,
Newbee!,Effect Monster,LIGHT,0,0,2
Newdoria,Effect Monster,DARK,1200,800,4
NEX,Spell Card,,,,
NEXT,Trap Card,,,,
Next to be Lost,Trap Card,,,,
Ni-Ni the Mirror Mikanko,Effect Monster,WATER,0,0,3
"Nibiru, the Primal Being",Effect Monster,LIGHT,3000,600,11
"Nidhogg, Generaider Boss of Ice",Effect Monster,WATER,2100,2600,9
Night Beam,Spell Card,,,,
Night Dragolich,Effect Monster,DARK,1700,0,4
Night Express Knight,Effect Monster,EARTH,3000,3000,10
Night Flight,Spell Card,,,,
Night Lizard,Normal Monster,WATER,1150,1300,4
Night Sword Serpent,Effect Monster,WATER,500,600,4
Night Wing Sorceress,Effect Monster,WIND,1300,1200,3
Nightmare Apprentice,Effect Monster,DARK,2000,1700,6
Nightmare Archfiends,Trap Card,,,,
Nightmare Horse,Effect Monster,DARK,500,400,2
Nightmare Magician,Effect Monster,DARK,2500,2000,7
Nightmare Pain,Spell Card,,,,
Nightmare Penguin,Effect Monster,WATER,900,1800,4
Nightmare Scorpion,Normal Monster,EARTH,900,800,3
Nightmare Throne,Spell Card,,,,
Nightmare Wheel,Trap Card,,,,
Nightmare's Steelcage,Spell Card,,,,
Nightmell the Dark Bonder,Effect Monster,WIND,1500,1500,4
Nimble Angler,Effect Monster,WATER,600,100,2
Nimble Beaver,Effect Monster,WATER,400,200,2
Nimble Manta,Effect Monster,WATER,800,100,2
Nimble Momonga,Effect Monster,EARTH,1000,100,2
Nimble Musasabi,Effect Monster,EARTH,800,100,2
Nimble Sunfish,Effect Monster,WATER,1000,100,2
Nin-Ken Dog,Normal Monster,WIND,1800,1000,4
Nine Pillars of Yang Zing,Trap Card,,,,
Nine-Tailed Fox,Effect Monster,FIRE,2200,2000,6
Ninja Grandmaster Hanzo,Effect Monster,DARK,1800,1000,4
Ninja Grandmaster Sasuke,Effect Monster,LIGHT,1800,1000,4
Ninjitsu Art Notebook,Spell Card,,,,
Ninjitsu Art Notebook of Mystery,Spell Card,,,,
Ninjitsu Art of Dancing Leaves,Trap Card,,,,
Ninjitsu Art of Decoy,Trap Card,,,,
Ninjitsu Art of Duplication,Trap Card,,,,
Ninjitsu Art of Mirage-Transformation,Trap Card,,,,
Ninjitsu Art of Mosquito Marching,Spell Card,,,,
Ninjitsu Art of Shadow Sealing,Trap Card,,,,
Ninjitsu Art of Super-Transformation,Trap Card,,,,
Ninjitsu Art of Transformation,Trap Card,,,,
Ninjitsu Art Tool - Iron Digger,Spell Card,,,,
Nitro Unit,Spell Card,,,,
Nitwit Outwit,Trap Card,,,,
Niwatori,Normal Monster,EARTH,900,800,3
No Entry!!,Trap Card,,,,
Noble Arms - Arfeudutyr,Spell Card,,,,
Noble Arms - Caliburn,Spell Card,,,,
Noble Arms - Clarent,Spell Card,,,,
Noble Arms - Excaliburn,Spell Card,,,,
Noble Arms - Gallatin,Spell Card,,,,
Noble Arms Museum,Spell Card,,,,
Noble Arms of Destiny,Spell Card,,,,
Noble Knight Artorigus,Normal Monster,LIGHT,1800,1800,4
Noble Knight Bedwyr,Effect Monster,LIGHT,1600,1500,4
Noble Knight Borz,Effect Monster,LIGHT,1700,900,4
Noble Knight Brothers,Effect Monster,LIGHT,1200,2400,4
Noble Knight Custennin,Effect Monster,LIGHT,1000,2000,4
Noble Knight Drystan,Effect Monster,LIGHT,1800,800,4
Noble Knight Eachtar,Effect Monster,DARK,1600,2000,5
Noble Knight Gawayn,Effect Monster,LIGHT,1900,500,4
Noble Knight Gwalchavad,Effect Monster,LIGHT,1500,1800,4
Noble Knight Iyvanne,Effect Monster,LIGHT,1700,1600,4
Noble Knight Joan,Effect Monster,LIGHT,1900,1300,4
Noble Knight Medraut,Effect Monster,LIGHT,1700,1000,4
Noble Knight Pellinore,Effect Monster,LIGHT,1900,500,4
Noble Knight Peredur,Effect Monster,LIGHT,1900,300,4
Noble Knight's Shield-Bearer,Effect Monster,LIGHT,800,1300,4
Noble Knight's Spearholder,Effect Monster,LIGHT,800,400,2
Noble Knights of the Round Table,Spell Card,,,,
Nobleman of Crossout,Spell Card,,,,
Nobleman of Extermination,Spell Card,,,,
Noctovision Dragon,Effect Monster,DARK,0,2800,7
Node Ryzeal,Effect Monster,FIRE,1400,1600,4
Noh-P.U.N.K. Deer Note,Effect Monster,EARTH,2100,1800,5
Noh-P.U.N.K. Foxy Tune,Effect Monster,LIGHT,2300,2600,8
Noh-P.U.N.K. Ogre Dance,Effect Monster,DARK,2500,2000,8
Noisy Gnat,Effect Monster,EARTH,700,300,2
Nomadic Force,Effect Monster,WIND,1700,1000,4
Non Aggression Area,Trap Card,,,,
Non-Fusion Area,Trap Card,,,,
Non-Spellcasting Area,Spell Card,,,,
Nopenguin,Effect Monster,WATER,1600,100,3
Nordic Relic Brisingamen,Trap Card,,,,
Nordic Relic Draupnir,Spell Card,,,,
Nordic Relic Gungnir,Trap Card,,,,
Nordic Relic Hlidskjalf,Spell Card,,,,
Nordic Relic Laevateinn,Trap Card,,,,
Nordic Relic Megingjord,Trap Card,,,,
Nordic Relic Svalinn,Trap Card,,,,
Nordic Smith Ivaldi,Effect Monster,EARTH,1500,700,4
"Nouvelles Restaurant ""At Table""",Spell Card,,,,
Nova Summoner,Effect Monster,LIGHT,1400,800,4
Novox's Prayer,Spell Card,,,,
Nowru Aries the Vernal Dragon,Effect Monster,WIND,2000,2500,7
Nubian Guard,Effect Monster,FIRE,500,500,2
Number Wall,Trap Card,,,,
Numbers Eveil,Spell Card,,,,
Numbers Last Hope,Spell Card,,,,
Numbers Overlay Boost,Trap Card,,,,
Numbers Protection,Trap Card,,,,
Numbing Grub in the Ice Barrier,Effect Monster,WATER,1300,1800,4
Numen erat Testudo,Effect Monster,WATER,1800,0,5
Numeral Hunter,Effect Monster,LIGHT,1600,1400,4
Numeron Calling,Spell Card,,,,
Numeron Chaos Ritual,Spell Card,,,,
Numeron Creation,Spell Card,,,,
Numeron Network,Spell Card,,,,
Numeron Storm,Spell Card,,,,
Numeron Wall,Effect Monster,DARK,0,0,1
Numinous Healer,Trap Card,,,,
"Nunu, the Ogdoadic Remnant",Effect Monster,LIGHT,0,0,4
Nurse Dragonmaid,Effect Monster,EARTH,500,1600,2
Nutrient Z,Trap Card,,,,
Nuvia the Wicked,Effect Monster,DARK,2000,800,4
O - Oversoul,Spell Card,,,,
Oasis of Dragon Souls,Trap Card,,,,
Oath of Companionship,Trap Card,,,,
Obedience Schooled,Spell Card,,,,
Obelisk the Tormentor,Effect Monster,DIVINE,4000,4000,10
Obese Marmot of Nefariousness,Normal Monster,EARTH,750,800,3
Obliterate!!!,Trap Card,,,,
Obliterate!!! Blaze,Spell Card,,,,
Obnoxious Celtic Guard,Effect Monster,EARTH,1400,1200,4
Obsidian Dragon,Effect Monster,DARK,800,2100,4
"Obsidim, the Ashened City",Spell Card,,,,
Ocean Dragon Lord - Kairyu-Shin,Effect Monster,WATER,2000,1700,5
Ocean Dragon Lord - Neo-Daedalus,Effect Monster,WATER,2900,1600,8
Ocean of Regeneration,Spell Card,,,,
Ocean's Keeper,Effect Monster,WATER,1500,1200,3
Octoberser,Normal Monster,WATER,1600,1400,5
Ocubeam,Normal Monster,LIGHT,1550,1650,5
Odd-Eyes Advance Dragon,Effect Monster,DARK,3000,2500,8
Odd-Eyes Advent,Spell Card,,,,
Odd-Eyes Dragon,Effect Monster,DARK,2500,2000,7
Odd-Eyes Fusion,Spell Card,,,,
Odd-Eyes Lancer Dragon,Effect Monster,LIGHT,3000,2000,8
Odd-Eyes Saber Dragon,Effect Monster,LIGHT,2800,2000,7
Odd-Eyes Wizard Dragon,Effect Monster,DARK,2500,2500,7
Odin's Eye,Trap Card,,,,
Offering to the Immortals,Trap Card,,,,
Offering to the Snake Deity,Trap Card,,,,
Offerings to the Doomed,Spell Card,,,,
"Ogdoabyss, the Ogdoadic Overlord",Effect Monster,LIGHT,3100,2200,10
Ogdoadic Calling,Trap Card,,,,
Ogdoadic Daybreak,Spell Card,,,,
Ogdoadic Hollow,Trap Card,,,,
Ogdoadic Origin,Spell Card,,,,
Ogdoadic Serpent Strike,Spell Card,,,,
Ogdoadic Water Lily,Spell Card,,,,
Ogre of the Black Shadow,Normal Monster,EARTH,1200,1400,4
Ogre of the Scarlet Sorrow,Effect Monster,DARK,0,0,4
Oh F!sh!,Trap Card,,,,
Oh Tokenbaum!,Trap Card,,,,
Oil,Spell Card,,,,
Oily Cicada,Effect Monster,WIND,1000,1000,3
Ojama Black,Normal Monster,LIGHT,0,1000,2
Ojama Blue,Effect Monster,LIGHT,0,1000,2
Ojama Country,Spell Card,,,,
Ojama Delta Hurricane!!,Spell Card,,,,
Ojama Duo,Trap Card,,,,
Ojama Green,Normal Monster,LIGHT,0,1000,2
Ojama Pajama,Trap Card,,,,
Ojama Pink,Effect Monster,LIGHT,0,1000,2
Ojama Red,Effect Monster,LIGHT,0,1000,2
Ojama Trio,Trap Card,,,,
Ojama Yellow,Normal Monster,LIGHT,0,1000,2
Ojamagic,Spell Card,,,,
Ojamandala,Spell Card,,,,
Ojamassimilation,Spell Card,,,,
Ojamatch,Spell Card,,,,
Ojamuscle,Spell Card,,,,
Old Mind,Spell Card,,,,
Omega Goggles,Spell Card,,,,
Omega Judgment,Trap Card,,,,
Omega Summon,Trap Card,,,,
Ominous Fortunetelling,Trap Card,,,,
Omni Dragon Brotaur,Effect Monster,DARK,0,0,1
"On Your Mark, Get Set, DUEL!",Spell Card,,,,
One by One,Trap Card,,,,
One Day of Peace,Spell Card,,,,
One for One,Spell Card,,,,
One or Eight,Trap Card,,,,
One Who Hunts Souls,Normal Monster,EARTH,1100,1000,4
One-Eyed Shield Dragon,Normal Monster,WIND,700,1300,3
One-Kuri-Way,Spell Card,,,,
One-Shot Wand,Spell Card,,,,
One-Time Passcode,Spell Card,,,,
Oni Tank T-34,Normal Monster,EARTH,1400,1700,4
Oni-Gami Combo,Spell Card,,,,
Onikuji,Trap Card,,,,
Onmoraki,Effect Monster,EARTH,1200,1000,4
Onomatopaira,Spell Card,,,,
Onomatopia,Spell Card,,,,
Onomatopickup,Spell Card,,,,
Onslaught of the Fire Kings,Spell Card,,,,
Ooguchi,Effect Monster,WATER,300,250,1
Ookazi,Spell Card,,,,
Oops!,Trap Card,,,,
Opening of the Spirit Gates,Spell Card,,,,
Opera the Melodious Diva,Effect Monster,LIGHT,2300,1000,4
Oppressed People,Normal Monster,WATER,400,2000,1
Opti-Camouflage Armor,Spell Card,,,,
Opticlops,Normal Monster,DARK,1800,1700,4
Option Hunter,Trap Card,,,,
Oracle of the Herald,Spell Card,,,,
Oracle of the Sun,Effect Monster,LIGHT,1000,2000,5
Oracle of Zefra,Spell Card,,,,
Orb of Yasaka,Spell Card,,,,
Orbital 7,Effect Monster,LIGHT,500,2000,4
Orbital Bombardment,Trap Card,,,,
Orbital Hydralander,Effect Monster,DARK,3000,1500,8
Orca Mega-Fortress of Darkness,Effect Monster,WATER,2100,1200,5
Orcust Crescendo,Trap Card,,,,
Orcust Cymbal Skeleton,Effect Monster,DARK,1200,1500,3
Orcust Harp Horror,Effect Monster,DARK,1700,1400,4
Orcust Knightmare,Effect Monster,DARK,100,2000,7
Orcustrated Attack,Trap Card,,,,
Orcustrated Babel,Spell Card,,,,
Orcustrated Core,Trap Card,,,,
Orcustrated Einsatz,Spell Card,,,,
Orcustrated Release,Trap Card,,,,
Orcustrated Return,Spell Card,,,,
Ordeal of a Traveler,Trap Card,,,,
Order to Charge,Spell Card,,,,
Order to Smash,Trap Card,,,,
Orgoth the Relentless,Effect Monster,EARTH,2500,2450,7
Orichalcos Shunoros,Effect Monster,DARK,-1,0,10
Origami Goddess,Effect Monster,DARK,100,0,1
Original Bamboo Sword,Spell Card,,,,
Original Sinful Spoils - Snake-Eye,Spell Card,,,,
Orion the Battle King,Normal Monster,LIGHT,1800,1500,5
Orphebull the Harmonious Bullfighter Bard,Effect Monster,LIGHT,3000,2400,8
Oscillo Hero,Normal Monster,EARTH,1250,700,3
Oshaleon,Effect Monster,WATER,1400,800,3
Ostinato,Spell Card,,,,
"Otherworld - The ""A"" Zone",Spell Card,,,,
Otonari Thunder,Effect Monster,LIGHT,500,1200,4
Out of the Blue,Spell Card,,,,
Outburst Dragon,Effect Monster,DARK,2100,2800,8
Outrigger Extension,Spell Card,,,,
Outstanding Dog Marron,Effect Monster,LIGHT,100,100,1
Outstanding Dog Mary,Effect Monster,LIGHT,100,100,1
Over Capacity,Trap Card,,,,
Over Destiny,Spell Card,,,,
Over Fusion,Spell Card,,,,
Over Future Fusion,Spell Card,,,,
Over Limit,Trap Card,,,,
Overdone Burial,Spell Card,,,,
Overdoom Line,Trap Card,,,,
Overdrive,Normal Monster,EARTH,1600,1500,4
Overdrive Teleporter,Effect Monster,LIGHT,2100,1200,6
Overexaggeration,Spell Card,,,,
Overflow Dragon,Effect Monster,DARK,0,0,1
Overlay Booster,Effect Monster,LIGHT,2000,0,5
Overlay Capture,Spell Card,,,,
Overlay Eater,Effect Monster,LIGHT,300,800,2
Overlay Network,Spell Card,,,,
Overlay Owl,Effect Monster,WIND,800,1600,4
Overlay Regen,Spell Card,,,,
Overlay Sentinel,Effect Monster,LIGHT,2000,0,4
Overload Fusion,Spell Card,,,,
Overpowering Eye,Spell Card,,,,
Overtex Qoatlus,Effect Monster,DARK,2700,2100,7
Overwhelm,Trap Card,,,,
Overwind,Trap Card,,,,
Overworked,Trap Card,,,,
Owner's Seal,Spell Card,,,,
Oxygeddon,Effect Monster,WIND,1800,800,4
Oyster Meister,Effect Monster,WATER,1600,200,3
